game,first_mismatch_turn,first_fail_turn,first_fail_seat,first_fail_kind,first_fail_why,n_fails
1803,8,9,U,DRAW,not_in_library_battlefield,33
1804,9,9,U,CAST,not_in_hand,20
1805,7,,,,,0
1806,8,10,U,DRAW,not_in_library_graveyard,3
1807,5,7,O,SWAP,not_in_library_graveyard,23
1808,5,5,O,CAST,activate_failed,13
1809,9,13,O,SWAP,no_spare_hand_grew,3
1810,4,8,U,CAST,not_in_hand,11
1811,3,3,U,DRAW,not_in_library_graveyard,15
1812,5,7,U,DRAW,not_in_library_battlefield,13
1813,5,8,U,ATTACK,no_attacker_absent,19
1814,4,8,U,DRAW,not_in_library_graveyard,5
1815,6,6,U,DRAW,not_in_library_graveyard,10
1816,5,7,U,DRAW,not_in_library_battlefield,14
1817,7,7,U,LAND,not_in_hand,5
1818,6,6,O,BLOCK,no_blocker,1
1819,9,11,U,ATTACK,no_attacker_absent,6
1820,3,5,U,LAND,not_in_hand,23
1821,9,12,O,SWAP,no_spare_hand_grew,11
1822,3,5,U,ATTACK,no_attacker_absent,17
1823,,,,,,0
1824,9,9,O,SWAP,not_in_library_missing,9
1825,3,5,U,DRAW,not_in_library_hand,11
1826,7,7,U,LAND,not_in_hand,29
1827,9,14,O,BLOCK,no_blocker,1
1828,7,8,O,SWAP,not_in_library_graveyard,15
1829,9,9,O,LAND,not_playable,10
1830,3,8,O,SWAP,not_in_library_battlefield,26
1831,5,5,U,LAND,not_in_hand,3
1832,5,5,U,DRAW,not_in_library_graveyard,2
1833,6,8,U,BLOCK,no_blocker,3
1834,7,9,U,ATTACK,no_attacker_absent,11
1835,5,5,U,DRAW,not_in_library_graveyard,23
1836,5,5,O,CAST,activate_failed,14
1837,5,9,U,DRAW,not_in_library_hand,32
1838,9,9,O,CAST,not_playable,6
1839,5,7,O,CAST,activate_failed,5
1840,4,5,U,LAND,not_in_hand,10
1841,8,9,O,CAST,not_playable,4
1842,7,8,U,CAST,not_in_hand,12
1843,5,12,U,LAND,not_in_hand,7
1844,8,8,O,BLOCK,no_blocker,2
1845,8,9,O,SWAP,no_spare_hand_grew,12
1846,7,10,O,SWAP,not_in_library_graveyard,4
1847,13,14,O,SWAP,not_in_library_graveyard,12
1848,4,4,U,DRAW,not_in_library_elsewhere,7
1849,7,11,O,SWAP,not_in_library_battlefield,7
1850,3,5,U,ATTACK,no_attacker_absent,15
1851,3,5,U,CAST,not_in_hand,5
1852,6,6,U,DRAW,not_in_library_graveyard,2
1853,8,12,U,DRAW,not_in_library_hand,8
1854,5,7,U,ATTACK,no_attacker_absent,3
1855,8,8,U,CAST,not_in_hand,5
1856,7,,,,,0
1857,4,6,U,DRAW,not_in_library_battlefield,10
1858,6,8,U,DRAW,not_in_library_graveyard,16
1859,5,7,U,CAST,not_playable,16
1860,5,5,O,CAST,not_playable,9
1861,7,9,O,BLOCK,no_blocker,3
1862,9,10,U,DRAW,not_in_library_hand,8
1863,7,7,O,CAST,not_playable,13
1864,6,9,U,ATTACK,no_attacker_tapped,10
1865,8,10,O,ATTACK,no_attacker_absent,17
1866,3,3,U,CAST,not_in_hand,9
1867,8,,,,,0
1868,9,12,O,SWAP,not_in_library_graveyard,23
1869,7,13,U,DRAW,not_in_library_graveyard,7
1870,3,5,U,LAND,not_in_hand,8
1871,,,,,,0
1872,3,7,U,DRAW,not_in_library_battlefield,9
1873,5,5,O,CAST,activate_failed,20
1874,5,16,O,ATTACK,no_attacker_tapped,1
1875,9,9,O,SWAP,not_in_library_graveyard,47
1876,6,7,U,BLOCK,no_blocker,1
1877,6,7,U,DRAW,not_in_library_hand,39
1878,7,11,U,CAST,activate_failed,1
1879,7,9,O,SWAP,not_in_library_graveyard,16
1880,5,9,U,ATTACK,no_attacker_tapped,6
1881,6,8,U,DRAW,not_in_library_graveyard,13
1882,4,4,U,DRAW,not_in_library_graveyard,9
1883,9,11,U,DRAW,not_in_library_battlefield,22
1884,9,11,O,SWAP,no_spare_hand_grew,4
1885,5,9,U,DRAW,not_in_library_graveyard,17
1886,9,11,U,LAND,not_in_hand,27
1887,8,8,U,CAST,not_in_hand,6
1888,1,9,O,SWAP,not_in_library_battlefield,6
1889,4,16,U,CAST,not_in_hand,3
1890,5,9,O,ATTACK,no_attacker_absent,2
1891,6,7,U,DRAW,not_in_library_graveyard,6
1892,7,7,U,LAND,not_in_hand,5
1893,6,8,U,CAST,activate_failed,14
1894,4,4,U,DRAW,not_in_library_graveyard,16
1895,3,7,U,CAST,not_in_hand,5
1896,7,14,U,CAST,not_in_hand,4
1897,3,5,U,DRAW,not_in_library_battlefield,22
1898,7,7,U,CAST,activate_failed,30
1899,7,9,U,CAST,not_in_hand,20
1900,8,8,U,DRAW,not_in_library_graveyard,13
1901,9,10,U,ATTACK,no_attacker_absent,20
1902,4,4,U,DRAW,not_in_library_graveyard,16
1903,6,6,U,CAST,not_in_hand,12
1904,8,8,O,CAST,activate_failed,3
1905,9,9,U,DRAW,not_in_library_graveyard,10
1906,5,9,U,DRAW,not_in_library_battlefield,16
1907,9,12,O,SWAP,not_in_library_battlefield,5
1908,4,6,U,DRAW,not_in_library_graveyard,21
1909,6,7,U,DRAW,not_in_library_graveyard,21
1910,6,6,U,DRAW,not_in_library_graveyard,23
1911,4,7,U,BLOCK,no_blocker,5
1912,6,8,U,DRAW,not_in_library_graveyard,24
1913,5,9,O,SWAP,not_in_library_graveyard,2
1914,6,6,U,DRAW,not_in_library_graveyard,15
1915,8,8,O,SWAP,not_in_library_graveyard,2
1916,4,4,O,CAST,not_playable,9
1917,7,7,U,DRAW,not_in_library_graveyard,3
1918,6,7,U,DRAW,not_in_library_elsewhere,19
1919,8,10,O,CASTI,not_playable,6
1920,8,,,,,0
1921,6,8,U,CAST,not_in_hand,15
1922,5,6,U,LAND,not_in_hand,16
1923,4,5,U,LAND,not_in_hand,16
1924,5,11,O,SWAP,not_in_library_battlefield,4
1925,7,14,U,LAND,not_in_hand,6
1926,5,5,O,ATTACK,no_attacker_tapped,13
1927,3,5,U,ATTACK,no_attacker_absent,15
1928,3,5,U,DRAW,not_in_library_battlefield,10
1929,6,7,O,ATTACK,no_attacker_absent,17
1930,6,12,U,LAND,not_in_hand,15
1931,7,9,U,CAST,not_playable,2
1932,3,9,U,DRAW,not_in_library_battlefield,22
1933,4,8,O,ATTACK,no_attacker_absent,9
1934,5,5,O,CAST,activate_failed,42
1935,7,8,U,ATTACK,no_attacker_absent,29
1936,3,5,U,ATTACK,no_attacker_absent,16
1937,5,5,U,DRAW,not_in_library_graveyard,8
1938,3,5,U,ATTACK,no_attacker_absent,23
1939,11,11,O,CAST,not_playable,31
1940,5,7,U,ATTACK,no_attacker_absent,11
1941,6,12,U,DRAW,not_in_library_graveyard,5
1942,4,6,U,LAND,not_in_hand,10
1943,4,4,U,DRAW,not_in_library_graveyard,8
1944,6,7,U,DRAW,not_in_library_hand,12
1945,7,9,U,BLOCK,no_blocker,4
1946,6,10,O,SWAP,not_in_library_missing,10
1947,8,12,U,LAND,not_in_hand,13
1948,5,10,U,CAST,not_in_hand,20
1949,8,9,O,CAST,not_playable,21
1950,5,7,O,ATTACK,no_attacker_absent,10
1951,9,9,O,BLOCK,no_blocker,1
1952,7,8,O,SWAP,not_in_library_graveyard,7
1953,7,7,U,LAND,not_in_hand,12
1954,5,9,O,SWAP,no_spare_hand_grew,3
1955,6,10,U,DRAW,not_in_library_battlefield,9
1956,5,5,U,LAND,not_in_hand,13
1957,5,5,U,LAND,not_in_hand,24
1958,8,8,U,CAST,not_playable,14
1959,5,6,U,LAND,not_in_hand,19
1960,5,7,U,ATTACK,no_attacker_absent,5
1961,7,10,O,SWAP,not_in_library_graveyard,3
1962,12,13,U,ATTACK,no_attacker_tapped,6
1963,8,9,U,LAND,not_in_hand,3
1964,7,9,U,ATTACK,no_attacker_absent,2
1965,9,10,O,SWAP,not_in_library_graveyard,9
1966,4,8,U,ATTACK,no_attacker_absent,2
1967,11,11,U,CAST,not_in_hand,16
1968,5,7,U,ATTACK,no_attacker_absent,12
1969,9,11,O,ATTACK,no_attacker_absent,5
1970,3,5,U,DRAW,not_in_library_battlefield,9
1971,9,8,O,SWAP,not_in_library_missing,8
1972,6,6,U,DRAW,not_in_library_graveyard,13
1973,5,6,O,CAST,not_playable,7
1974,7,7,O,ATTACK,no_attacker_absent,6
1975,5,6,U,ATTACK,no_attacker_absent,17
1976,9,9,U,LAND,not_in_hand,9
1977,4,6,U,DRAW,not_in_library_hand,28
1978,9,9,O,CAST,not_playable,8
1979,10,10,U,CAST,not_playable,5
1980,4,5,O,CAST,not_playable,24
1981,9,10,O,SWAP,not_in_library_graveyard,16
1982,5,7,U,CAST,not_playable,20
1983,15,12,O,SWAP,not_in_library_missing,10
1984,5,11,U,CAST,not_playable,16
1985,5,8,U,CAST,not_playable,8
1986,9,11,O,CAST,activate_failed,9
1987,8,11,O,CASTI,not_in_hand,9
1988,8,6,O,SWAP,not_in_library_missing,1
1989,7,8,U,DRAW,not_in_library_battlefield,20
1990,5,7,U,ATTACK,no_attacker_absent,3
1991,4,4,U,LAND,not_in_hand,21
1992,6,8,U,DRAW,not_in_library_graveyard,10
1993,14,15,U,ATTACK,no_attacker_absent,1
1994,9,10,U,CAST,not_in_hand,2
1995,7,7,O,SWAP,not_in_library_graveyard,21
1996,5,8,O,CAST,not_playable,19
1997,10,10,O,CAST,not_playable,10
1998,5,7,U,ATTACK,no_attacker_absent,11
1999,8,10,U,LAND,not_in_hand,8
